2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44,01,01,01,01,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,06,06,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44,01,01,01,01,2d,2d,2d,2d,2d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,06,06,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2e,2c,2d,2d,0c,2d,2e,2c,2d,2d,2d,2d,2d,0c,2d,2d,2e,2c,2d,2d,0b,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44,01,01,01,01,2d,2d,2d,2d,2d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,0d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2e,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
39,39,3a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,2e,01,01,01,01,01,2c,2d,2d,2e,01,01,01,01,01,01,01,01,2c,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2c,2d,2d,2e,01,01,01,2c,2d,2d,2e,01,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44,01,01,01,01,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,0d,01,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,2d,0c,2d,01,01,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,39,39,39
39,39,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,0a,0a,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,06,06,2d,2d,0a,0a,0a,0a,29,2a,2a,2b,0a,0a,0a,0a,2d,2d,2d,01,01,01,01,01,01,01,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,01,01,01,01,01,2c,2e,01,01,2c,2d,2e,2c,2d,2e,2c,2d,2e,2c,2d,2e,44,01,01,01,01,2c,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,12,01,01,01,01,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,01,01,01,01,01,01,1a,2d,2d,1c,01,01,2d,2d,2d,2d,2d,2d,0c,2d,01,01,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,39,0a,29,2b,0a,29,57,2b,0a,29,2b,0a,0a,39,39,39
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,0a,19,19,19,3b,0b,0b,3c,19,19,19,0a,2d,2d,2d,01,01,01,00,01,01,01,2d,2d,01,01,01,01,01,01,01,01,0e,01,01,0e,01,01,0e,01,01,0e,01,01,0e,01,01,01,0e,01,01,0e,01,01,0e,01,01,0e,01,01,01,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,44,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,12,01,01,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,01,01,01,01,01,1a,2d,2d,2d,2d,1c,01,2c,2d,2d,2d,2d,2d,0c,2e,01,01,01,01,01,49,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,44,44,44,44,44,44,44,44,39,0a,3b,3c,0a,3b,0b,3c,0a,3b,3c,0a,0a,39,39,39
39,39,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,0a,0a,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,06,06,2d,2d,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,01,01,00,01,00,01,01,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,44,51,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,12,01,01,01,01,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,01,01,01,01,01,2d,2d,2d,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,50,44,44,44,44,44,44,44,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,39,39,39
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,0a,19,19,19,0a,0a,0a,0a,19,19,19,0a,2d,2d,2d,01,01,01,00,01,01,01,2d,2d,01,01,01,01,01,01,01,01,0e,01,01,0e,01,01,0e,01,01,0e,01,01,0e,01,01,01,0e,01,01,0e,01,01,0e,01,01,0e,01,01,01,2d,2d,01,01,01,01,01,01,01,01,3d,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,44,44,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,41,41,41,41,42,01,01,01,01,01,01,12,01,01,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,01,01,01,01,01,2c,2d,2d,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,43,44,44,44,44,44,44,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,39,39,39
39,39,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,0a,0a,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,06,06,2d,2d,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,01,01,01,01,01,01,01,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,01,01,01,01,01,1a,1c,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,48,01,01,01,01,12,01,01,01,01,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,43,44,44,44,44,44,44,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,39,39,39
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,1c,01,01,01,01,01,1a,2d,2d,1c,01,01,01,01,01,01,01,01,1a,1c,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,1a,2d,2d,1c,01,01,01,1a,2d,2d,1c,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,47,47,47,47,48,01,01,01,01,01,01,01,0d,01,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,43,44,44,44,44,44,44,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,39,39,39
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,27,27,27,27,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,1b,1b,1b,1b,1b,0c,1b,1b,1b,1b,1b,1b,2d,2d,2d,2d,1b,1b,1b,1b,0c,2d,2d,2d,2d,1b,1b,0c,1b,1b,1b,1b,1b,2d,2d,1b,1c,1a,1b,1b,1b,1b,1c,1a,1b,1b,1b,1b,1b,1b,0c,1b,1c,1a,1b,1b,1b,1b,1b,1b,2d,2d,2d,2d,01,01,1b,2d,2d,2d,2d,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,01,01,0d,0d,0d,0d,0d,0d,0d,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,30,30,30,30,30,30,30,30,30,30,30,30,30,1b,1b,30,30,30,30,30,30,30,30,30,30,30,30,30,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1c,01,01,1b,1b,1b,1b,1b,1b,1b,1b,1b,01,01,01,01,01,01,01,43,44,44,44,44,44,44,39,27,27,27,27,27,17,27,27,27,27,27,27,39,39,39
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,39,39,39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,2d,2d,2d,2d,2d,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,01,01,0d,0d,0d,0d,0d,0d,0d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,01,01,01,01,01,43,44,44,44,44,44,44,39,39,39,39,39,39,17,39,39,39,39,39,39,39,39,39
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,39,39,39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,2d,2d,2d,2d,2d,44,44,44,44,44,44,44,44,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44,44,44,44,44,44,44,45,01,01,0d,0d,0d,0d,0d,0d,0d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,12,12,12,12,12,12,12,01,01,12,12,12,12,12,12,12,2d,2d,01,01,01,01,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,38,39,39,3a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,2d,2d,2d,2d,2d,0c,2d,2e,2c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,2d,2d,2d,2d,2d,44,44,44,44,44,44,44,44,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,44,44,44,44,44,44,44,45,01,01,0d,0d,0d,0d,0d,0d,0d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,33,33,33,33,33,33,33,33,33,33,33,34,32,33,33,12,12,12,12,12,12,12,01,01,12,12,12,12,12,12,12,2d,2d,01,01,01,01,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,2e,2c,2d,2d,2d,0c,2d,01,01,2c,2d,2d,2d,2d,2d,2d,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,2d,0c,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,2d,01,01,2d,2d,2d,2d,2d,44,44,44,44,44,44,44,44,2d,01,01,01,01,01,01,01,01,01,01,01,01,2d,44,44,44,44,44,44,44,45,01,01,01,0d,01,01,01,01,0d,2d,2e,01,01,01,01,01,01,01,01,01,01,01,01,2c,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,33,34,01,01,01,01,01,01,01,01,01,01,01,32,33,12,01,01,01,01,01,01,01,01,01,01,01,01,01,01,12,2d,2d,01,01,01,01,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
39,39,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,0a,0a,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,06,06,2c,2e,01,01,2c,2d,2d,0c,2d,01,01,01,2c,2d,2d,2d,2d,2d,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,2c,2d,2d,2d,2d,2d,0c,2d,2e,2c,2d,2d,2d,2e,2c,2d,2d,2e,2c,2e,01,01,2c,2d,2e,2c,2e,44,44,44,44,44,44,44,44,2d,01,02,04,01,02,03,04,01,02,04,01,01,2d,44,44,44,44,44,44,44,45,01,01,01,01,01,01,01,01,0d,2d,01,01,01,01,40,41,41,41,41,42,01,01,01,01,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,34,01,01,01,01,23,24,25,01,01,01,01,01,01,33,12,01,12,01,12,01,01,01,01,01,01,12,01,01,01,12,2d,2d,01,01,01,01,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,01,01,01,01,01,2c,2d,0c,2e,01,01,01,01,2c,2d,2d,2d,2e,0a,19,0a,19,0a,19,0a,19,0a,19,0a,0a,2d,2d,2d,01,0e,01,0e,01,0e,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,44,44,44,44,44,44,44,44,2d,01,0f,10,01,0f,0b,10,01,0f,10,01,01,2d,44,44,44,44,44,44,44,45,01,01,01,01,01,0d,01,01,0d,2d,01,01,12,01,46,47,47,47,47,48,01,12,01,01,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,01,01,13,01,13,35,0b,37,13,01,13,01,01,01,33,12,01,01,01,01,01,13,01,01,13,01,01,01,12,01,12,2d,2d,01,01,01,01,01,01,01,49,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,4a,54,4a,44,44,44,44,44,44,44,44
39,39,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,0a,0a,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,0a,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,44,44,44,44,44,44,44,44,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,54,54,54,54,54,54,54,54,01,01,01,01,01,01,01,01,0d,2d,01,01,01,01,46,47,47,47,47,48,01,01,01,01,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,01,01,01,01,01,01,01,01,01,01,01,01,01,01,33,12,01,12,01,12,01,01,01,01,01,01,12,01,01,01,12,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,50,44,44,44,44,44,44,44
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,01,01,01,01,01,01,01,01,01,01,01,01,01,1a,1b,1b,1b,1c,0a,19,0a,19,0a,19,0a,19,0a,19,0a,0a,2d,2d,2d,01,0e,01,0e,01,0e,01,01,3d,3e,3e,3e,3e,3e,44,44,44,44,44,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,3e,44,44,44,44,44,44,44,44,2d,01,01,02,04,01,01,01,02,04,01,01,01,1b,44,44,44,44,44,44,44,45,01,01,01,01,01,0d,01,01,0d,2d,01,01,12,01,4c,4d,4d,4d,4d,4e,01,12,01,01,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,01,01,13,01,13,01,01,01,13,01,13,01,01,01,33,12,01,01,01,01,01,01,01,01,01,01,01,01,12,01,12,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,43,44,44,44,44,44,44
39,39,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,0a,0a,0a,0a,18,0a,0a,18,0a,0a,18,0a,0a,18,0a,06,06,1a,1c,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,01,01,01,01,01,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2d,01,01,0f,10,01,01,01,0f,10,01,01,01,2d,44,44,44,44,44,44,44,45,01,01,01,01,01,01,01,01,0d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,22,01,01,01,01,01,01,01,01,01,01,01,01,01,33,12,01,12,01,12,01,01,01,01,01,01,12,01,01,01,12,2d,2d,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,43,44,44,44,44,44,44
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,1c,01,01,01,01,01,01,01,01,01,01,2d,2d,2d,2d,2d,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,2d,2d,2d,1c,01,01,01,01,01,01,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2d,01,01,01,01,01,01,01,01,01,01,01,01,2d,44,44,44,44,44,44,44,45,01,01,01,0d,01,01,01,01,0d,2d,1c,01,01,01,01,01,01,01,01,01,01,01,01,1a,2d,2d,2d,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2d,2d,33,33,22,01,01,01,01,01,01,01,01,01,01,01,20,33,12,01,01,01,01,01,01,01,01,01,01,01,01,01,01,12,2d,2d,1c,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,43,44,44,44,44,44,44
39,39,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,26,27,27,28,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,0a,06,06,2d,2d,2d,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,2d,2d,2d,2d,2d,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,2d,2d,2d,2d,1b,1b,1b,1b,1b,1b,01,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2d,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,2d,44,44,44,44,44,44,44,45,01,01,0d,0d,0d,0d,0d,0d,0d,2d,2d,1b,1b,1b,1b,1b,01,01,1b,1b,1b,1b,1b,2d,2d,2d,2d,1b,1b,1b,1b,1b,30,30,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,30,30,2d,2d,33,33,33,21,21,21,21,11,21,21,21,21,21,21,33,33,12,01,12,01,12,01,12,01,01,12,01,12,01,12,01,12,2d,2d,2d,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,1b,01,01,01,01,43,44,44,44,44,44,44
